PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,NumberofBuildings,NumberofFloors,PrimaryPropertyType,LargestPropertyUseType,LargestPropertyUseTypeGFA,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,SiteEnergyUse(kBtu)
224864.625,196071.25,118744,1.0,20,Large Office,Office,192159.375,7,DOWNTOWN,47.61695,-122.32965,1988,16336999.203125
224864.625,196071.25,116721,1.0,24,Large Office,Office,192159.375,7,DOWNTOWN,47.61431,-122.34244,1979,16336999.203125
109347.0,70647.0,38700,1.0,4,Mixed Use Property,Laboratory,42389.0,7,DOWNTOWN,47.6177,-122.3545,1980,8218155.5
224864.625,196071.25,124216,1.0,6,Large Office,Office,192159.375,7,DOWNTOWN,47.6182,-122.352,1982,16336999.203125
224864.625,196071.25,83591,1.0,6,Large Office,Office,191814.0,7,DOWNTOWN,47.61598,-122.34369,2002,14913424.0
192630.0,144118.0,48512,1.0,3,Large Office,Office,146157.0,7,DOWNTOWN,47.61734,-122.34434,1947,5357833.0
224864.625,191117.0,61986,1.0,8,Large Office,Office,158681.0,7,DOWNTOWN,47.6176,-122.35686,1984,16336999.203125
60880.0,60880.0,0,1.0,1,Supermarket / Grocery Store,Supermarket/Grocery Store,61666.0,6,NORTHWEST,47.7019,-122.36374,1956,14293972.0
50176.0,50176.0,0,1.0,5,Small- and Mid-Sized Office,Office,50328.0,7,DOWNTOWN,47.60227,-122.33202,1900,2933288.75
224864.625,196071.25,0,1.0,42,Large Office,Office,192159.375,7,DOWNTOWN,47.60198,-122.33174,1912,16336999.203125
128800.0,128800.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,119200.0,2,GREATER DUWAMISH,47.54066,-122.33023,1977,1809101.5
224864.625,196071.25,0,1.0,8,Large Office,Office,166919.0,7,DOWNTOWN,47.60932,-122.33388,1927,13656587.0
224864.625,196071.25,0,1.0,22,Large Office,Office,192159.375,7,DOWNTOWN,47.60842,-122.33305,1964,16336999.203125
224864.625,196071.25,0,1.0,21,Large Office,Office,192159.375,7,DOWNTOWN,47.60869,-122.33588,1960,16336999.203125
224864.625,196071.25,0,1.0,42,Large Office,Office,192159.375,7,DOWNTOWN,47.60896,-122.33481,1976,16336999.203125
224864.625,196071.25,0,1.0,12,Hotel,Hotel,192159.375,7,DOWNTOWN,47.60804,-122.33391,1923,16336999.203125
224864.625,196071.25,0,1.0,2,Retail Store,Retail Store,191940.0,2,SOUTHEAST,47.57936,-122.29744,1980,11688601.0
88400.0,88400.0,0,0.0,1,Mixed Use Property,Non-Refrigerated Warehouse,33450.0,2,GREATER DUWAMISH,47.52871,-122.29443,1970,4383100.5
52311.0,52311.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,51116.0,5,NORTHWEST,47.72912,-122.34677,1960,930611.875
141131.0,71421.0,69710,1.0,5,Other,Parking,74831.0,7,LAKE UNION,47.62323,-122.33028,2009,3085814.0
176532.0,106465.0,70067,1.0,5,Large Office,Office,103494.0,7,LAKE UNION,47.62333,-122.3296,2001,5803409.0
52500.0,52500.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,49395.0,6,BALLARD,47.65825,-122.3683,1973,3989399.0
57300.0,57300.0,0,1.0,2,Warehouse,Non-Refrigerated Warehouse,29001.0,6,BALLARD,47.66587,-122.38476,1959,4560492.0
224864.625,196071.25,0,1.0,6,Large Office,Office,192159.375,7,DOWNTOWN,47.61429,-122.35263,1916,16336999.203125
224864.625,196071.25,285000,1.0,55,Large Office,Office,192159.375,7,DOWNTOWN,47.60723,-122.33611,1988,16336999.203125
224864.625,196071.25,0,1.0,21,Hotel,Hotel,192159.375,7,DOWNTOWN,47.60968,-122.33379,1930,16336999.203125
224864.625,196071.25,512608,1.0,46,Large Office,Office,192159.375,7,DOWNTOWN,47.61054,-122.33466,1989,16336999.203125
135918.0,135918.0,0,1.0,10,Large Office,Office,144570.0,7,DOWNTOWN,47.61003,-122.33452,1958,6423556.5
79957.0,79957.0,0,1.0,4,Retail Store,Retail Store,35694.0,7,DOWNTOWN,47.61159,-122.33601,1914,5252131.0
127268.0,127268.0,0,1.0,4,Large Office,Office,62512.0,7,DOWNTOWN,47.61166,-122.33528,1921,7711757.5
224864.625,196071.25,0,1.0,29,Large Office,Office,192159.375,7,DOWNTOWN,47.61125,-122.33494,1983,16336999.203125
132326.0,132326.0,0,0.0,10,Large Office,Office,92006.0,7,DOWNTOWN,47.61005,-122.3361,1926,6029020.0
109830.0,96630.0,13200,1.0,6,Large Office,Office,83485.0,7,DOWNTOWN,47.61033,-122.3357,1984,7335905.5
224864.625,196071.25,59280,0.0,19,Hotel,Hotel,192159.375,7,DOWNTOWN,47.60996,-122.33572,1973,16336999.203125
130513.0,130513.0,0,1.0,10,Large Office,Office,87391.0,7,DOWNTOWN,47.60991,-122.33687,1910,11651200.0
60660.0,60660.0,0,1.0,8,Small- and Mid-Sized Office,Office,41958.0,7,DOWNTOWN,47.60953,-122.33647,1920,2586116.0
137350.0,137350.0,0,1.0,14,Large Office,Office,124508.0,7,DOWNTOWN,47.60902,-122.33674,1929,6366084.5
151039.0,151039.0,0,1.0,15,Large Office,Office,125473.0,7,DOWNTOWN,47.60923,-122.33625,1929,5446624.0
224864.625,196071.25,134662,1.0,30,Large Office,Office,192159.375,7,DOWNTOWN,47.61022,-122.33745,1985,16336999.203125
63540.0,63540.0,0,1.0,4,Small- and Mid-Sized Office,Office,56747.0,7,DOWNTOWN,47.60995,-122.33904,1906,3518459.5
130893.0,130893.0,0,1.0,10,Large Office,Office,87925.0,7,DOWNTOWN,47.60987,-122.33824,1927,6962073.0
79920.0,79920.0,0,1.0,5,Mixed Use Property,Office,39960.0,7,DOWNTOWN,47.60821,-122.33899,1910,3009463.75
137400.0,137400.0,0,1.0,4,Mixed Use Property,Retail Store,44078.0,7,DOWNTOWN,47.60881,-122.34119,1908,14940504.0
147852.0,61423.0,86429,1.0,6,Other,Parking,64821.0,7,DOWNTOWN,47.61164,-122.33446,1996,9671619.0
224864.625,100375.0,166960,0.0,4,Other,Parking,166960.0,7,DOWNTOWN,47.61185,-122.33421,1996,7273155.5
224864.625,196071.25,389860,1.0,56,Large Office,Office,192159.375,7,DOWNTOWN,47.61043,-122.33206,1989,16336999.203125
224864.625,196071.25,0,1.0,36,Large Office,Office,192159.375,7,DOWNTOWN,47.60967,-122.33229,1980,16336999.203125
224864.625,196071.25,93204,1.0,21,Large Office,Office,192159.375,7,DOWNTOWN,47.60909,-122.33202,1971,16336999.203125
115857.0,100717.0,15140,1.0,12,Large Office,Office,104788.0,7,DOWNTOWN,47.61029,-122.34089,1986,4757299.5
87500.0,70000.0,17500,1.0,4,Small- and Mid-Sized Office,Office,70090.0,7,DOWNTOWN,47.61116,-122.34748,1999,4549892.0
224864.625,189629.0,184776,1.0,11,Large Office,Office,150969.0,7,DOWNTOWN,47.6117,-122.34778,1998,13329024.0
193500.0,155500.0,38000,1.0,12,Other,Other,146689.0,7,DOWNTOWN,47.61252,-122.34351,1985,14436982.0
102846.0,102846.0,0,1.0,11,Large Office,Office,93879.0,7,DOWNTOWN,47.61108,-122.34217,1923,5327249.5
52800.0,52800.0,0,1.0,4,Small- and Mid-Sized Office,Office,38880.0,7,DOWNTOWN,47.61304,-122.34059,1925,2429021.0
224864.625,196071.25,0,3.0,10,Mixed Use Property,Parking,155000.0,7,DOWNTOWN,47.61229,-122.33903,1913,16336999.203125
224864.625,196071.25,0,1.0,8,Retail Store,Retail Store,192159.375,7,DOWNTOWN,47.61098,-122.33815,1929,16336999.203125
206950.0,109550.0,97400,1.0,5,Other,Other,192159.375,7,EAST,47.61,-122.32922,1999,16336999.203125
224864.625,196071.25,0,1.0,6,Other,Convention Center,192159.375,7,DOWNTOWN,47.61195,-122.33167,1990,0.0
46710.0,46710.0,0,1.0,9,Other,Urgent Care/Clinic/Other Outpatient,46710.0,3,EAST,47.61048,-122.32837,1988,4169431.5
224864.625,162000.0,104000,1.0,3,Medical Office,Medical Office,162000.0,3,EAST,47.61048,-122.32837,1945,13911761.0
224864.625,196071.25,407795,1.0,14,Medical Office,Medical Office,192159.375,3,EAST,47.60921,-122.32425,1992,16336999.203125
224864.625,196071.25,177660,1.0,6,Mixed Use Property,Parking,164332.0,7,LAKE UNION,47.61915,-122.34857,2001,16336999.203125
213834.0,108912.0,104922,1.0,6,Mixed Use Property,Parking,104922.0,7,LAKE UNION,47.61915,-122.34857,2001,16336999.203125
109017.0,79608.0,29409,1.0,5,Hotel,Hotel,109017.0,7,LAKE UNION,47.62036,-122.34588,1979,9474745.0
224864.625,196071.25,38452,1.0,5,Large Office,Office,192159.375,7,MAGNOLIA / QUEEN ANNE,47.62177,-122.36158,1981,16336999.203125
123061.0,123061.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,123061.0,2,GREATER DUWAMISH,47.56064,-122.32522,2001,1987934.625
59090.0,59090.0,0,1.0,1,Distribution Center,Distribution Center,40272.0,2,GREATER DUWAMISH,47.54868,-122.3255,1963,2756214.75
106000.0,106000.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,106001.0,2,GREATER DUWAMISH,47.5471,-122.32406,1963,763364.5
158600.0,120200.0,38400,1.0,3,Large Office,Office,125779.0,4,LAKE UNION,47.63349,-122.32634,1962,16336999.203125
119661.0,119661.0,0,1.0,1,Distribution Center,Distribution Center,118733.0,2,GREATER DUWAMISH,47.53764,-122.3232,1960,775729.1875
139200.0,94472.0,44728,1.0,7,Large Office,Office,82098.0,3,LAKE UNION,47.62958,-122.32826,2001,4342597.0
95721.0,61800.0,33921,1.0,6,Small- and Mid-Sized Office,Office,95721.0,7,MAGNOLIA / QUEEN ANNE,47.62566,-122.34287,1984,3063504.5
213283.0,98055.0,115228,2.0,5,Large Office,Office,105563.0,7,MAGNOLIA / QUEEN ANNE,47.62929,-122.34194,1996,5661689.5
103697.0,56041.0,47656,1.0,3,Large Office,Office,63199.0,4,LAKE UNION,47.64776,-122.33924,2001,11319836.0
74880.0,74880.0,0,1.0,5,Small- and Mid-Sized Office,Office,71751.0,5,NORTH,47.70105,-122.32659,1974,5134607.5
88774.0,88774.0,0,1.0,6,Small- and Mid-Sized Office,Office,85339.0,5,NORTH,47.69999,-122.32663,1979,6029121.5
122250.0,122250.0,0,1.0,5,Large Office,Office,91281.0,5,NORTH,47.69917,-122.3268,1983,5535626.0
53730.0,53730.0,0,1.0,4,Small- and Mid-Sized Office,Office,53730.0,5,NORTH,47.70063,-122.32487,1979,4742869.0
55593.0,55593.0,0,1.0,3,Small- and Mid-Sized Office,Office,55593.0,1,DELRIDGE,47.5671,-122.36416,1960,4224872.5
134056.0,73096.0,60960,1.0,4,Large Office,Office,72066.0,7,LAKE UNION,47.62269,-122.33224,1982,4695139.0
158415.0,158415.0,0,1.0,1,Retail Store,Retail Store,158415.0,2,GREATER DUWAMISH,47.5653,-122.33076,2005,16336999.203125
224864.625,196071.25,0,1.0,8,Large Office,Office,155985.0,7,LAKE UNION,47.61907,-122.33651,1929,16336999.203125
158738.0,158738.0,0,1.0,8,Other,Urgent Care/Clinic/Other Outpatient,158738.0,3,EAST,47.60953,-122.32793,1975,16336999.203125
86995.0,58195.0,28800,1.0,4,Small- and Mid-Sized Office,Office,58195.0,7,MAGNOLIA / QUEEN ANNE,47.62003,-122.35706,1985,2991674.75
164437.0,164437.0,0,1.0,1,Retail Store,Retail Store,102653.0,6,BALLARD,47.66057,-122.36857,1999,16336999.203125
184482.0,118248.0,66234,1.0,5,Large Office,Office,118016.0,7,LAKE UNION,47.62402,-122.33755,2009,5671256.0
55200.0,55200.0,0,1.0,3,Laboratory,Laboratory,54880.0,7,LAKE UNION,47.62348,-122.33743,1928,11594121.0
224864.625,129366.0,111793,1.0,4,Laboratory,Laboratory,176171.0,7,LAKE UNION,47.62254,-122.33753,2003,16336999.203125
139282.0,86700.0,52582,1.0,6,Large Office,Office,79384.0,7,LAKE UNION,47.62286,-122.33804,2004,3238216.0
224864.625,172371.0,98700,1.0,5,Large Office,Office,168132.0,7,LAKE UNION,47.62383,-122.3356,2009,7851334.5
127800.0,127800.0,0,1.0,5,Warehouse,Non-Refrigerated Warehouse,127800.0,3,LAKE UNION,47.62572,-122.33389,1914,2767491.0
224864.625,196071.25,206597,1.0,5,Large Office,Office,192159.375,3,LAKE UNION,47.62855,-122.33035,2002,16336999.203125
224864.625,131592.0,95000,1.0,6,Large Office,Office,131592.0,3,LAKE UNION,47.62621,-122.33128,2001,11963428.0
224864.625,196071.25,0,1.0,5,Other,Other,192159.375,3,LAKE UNION,47.62855,-122.33035,1997,16336999.203125
159700.0,109046.0,50654,1.0,5,Mixed Use Property,Other,72407.0,7,LAKE UNION,47.62121,-122.33885,2003,16336999.203125
209816.0,136143.0,73673,1.0,4,Large Office,Office,113803.0,7,LAKE UNION,47.62137,-122.33744,2006,6917478.5
224864.625,193198.0,109905,1.0,6,Large Office,Office,178628.0,7,LAKE UNION,47.62131,-122.33814,2006,7519466.5
67380.0,67380.0,0,1.0,3,Mixed Use Property,Non-Refrigerated Warehouse,29732.0,7,LAKE UNION,47.62002,-122.33687,1954,2755829.0
102235.0,102235.0,0,1.0,4,Laboratory,Laboratory,103135.0,7,LAKE UNION,47.62405,-122.34036,1963,16336999.203125
224864.625,196071.25,153684,1.0,5,Mixed Use Property,Laboratory,175364.0,7,LAKE UNION,47.62405,-122.34036,2008,16336999.203125
88062.0,67236.0,20826,1.0,5,Small- and Mid-Sized Office,Office,64752.0,7,MAGNOLIA / QUEEN ANNE,47.62115,-122.3597,1974,3415561.25
87178.0,66762.0,20416,1.0,5,Small- and Mid-Sized Office,Office,66648.0,7,MAGNOLIA / QUEEN ANNE,47.62224,-122.3585,1972,3632613.75
87178.0,66762.0,20416,1.0,5,Small- and Mid-Sized Office,Office,66747.0,7,MAGNOLIA / QUEEN ANNE,47.62224,-122.3585,1970,3493093.75
88000.0,66400.0,21600,1.0,5,Small- and Mid-Sized Office,Office,69691.0,7,MAGNOLIA / QUEEN ANNE,47.62014,-122.35768,1971,3484915.5
196749.0,108344.0,88405,1.0,4,Medical Office,Medical Office,108344.0,4,NORTHEAST,47.65821,-122.31831,1988,16336999.203125
191276.0,95995.0,95281,1.0,4,Medical Office,Medical Office,95995.0,4,NORTHEAST,47.65884,-122.3183,1994,8422861.0
111445.0,111445.0,0,2.0,2,Self-Storage Facility,,,6,BALLARD,47.66838,-122.3931,1946,5697472.5
98475.0,98475.0,0,1.0,4,Warehouse,Non-Refrigerated Warehouse,98475.0,1,SOUTHWEST,47.56885,-122.37121,1997,1090496.625
224864.625,196071.25,150455,1.0,7,Hospital,Hospital (General Medical & Surgical),192159.375,3,LAKE UNION,47.62667,-122.32965,2000,16336999.203125
224864.625,121087.0,187878,1.0,2,Supermarket / Grocery Store,Supermarket/Grocery Store,121087.0,5,NORTH,47.7237,-122.29232,1995,14512786.0
63225.0,63225.0,0,1.0,1,Supermarket / Grocery Store,Supermarket/Grocery Store,63225.0,2,GREATER DUWAMISH,47.56895,-122.33775,2008,6522551.5
113780.0,113780.0,0,0.0,1,Other,Other - Services,91532.0,1,DELRIDGE,47.56548,-122.35378,1955,3574542.25
224864.625,196071.25,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,192159.375,2,GREATER DUWAMISH,47.56419,-122.34262,1999,1396082.25
224864.625,123940.0,156312,1.0,3,Other,Parking,156312.0,6,LAKE UNION,47.64942,-122.35024,2001,11521702.0
66462.0,53464.0,12998,1.0,3,Other,Other,72000.0,7,MAGNOLIA / QUEEN ANNE,47.63549,-122.34103,1952,6876439.5
131387.0,131387.0,0,1.0,1,Retail Store,Retail Store,107931.0,5,NORTHWEST,47.72053,-122.34739,1997,8773058.0
94400.0,94400.0,0,1.0,3,Warehouse,Non-Refrigerated Warehouse,67155.0,5,NORTHWEST,47.72377,-122.34095,1999,784364.5
111900.0,111900.0,0,6.0,1,Other,Strip Mall,124231.0,5,NORTHWEST,47.72546,-122.34659,1964,9814820.0
144776.0,144776.0,0,0.0,1,Supermarket / Grocery Store,Wholesale Club/Supercenter,144776.0,5,NORTHWEST,47.72803,-122.34214,1984,13424079.0
114000.0,114000.0,0,1.0,1,Retail Store,Retail Store,57805.0,5,NORTHWEST,47.7249,-122.34332,1967,16336999.203125
50083.0,50083.0,0,1.0,1,Supermarket / Grocery Store,Supermarket/Grocery Store,50065.0,5,NORTHWEST,47.7235,-122.34458,1997,8663691.0
124071.0,95426.0,28645,1.0,3,Large Office,Office,96504.0,6,LAKE UNION,47.65086,-122.35412,1988,4991360.5
90000.0,53472.0,36528,1.0,4,Small- and Mid-Sized Office,Office,90000.0,6,LAKE UNION,47.64963,-122.35158,2000,3897738.0
96041.0,62332.0,33709,1.0,3,Small- and Mid-Sized Office,Office,62232.0,6,LAKE UNION,47.64849,-122.35041,2001,5413418.0
224864.625,166128.0,114829,1.0,3,Large Office,Office,152579.0,6,LAKE UNION,47.64822,-122.34848,1999,11325513.0
224864.625,140302.0,103032,1.0,4,Large Office,Office,138995.0,6,LAKE UNION,47.64882,-122.34905,1999,8651835.0
154660.0,154660.0,0,1.0,6,Mixed Use Property,Other - Entertainment/Public Assembly,119815.0,7,DOWNTOWN,47.6074,-122.33777,1991,16336999.203125
224864.625,196071.25,121375,1.0,5,Large Office,Office,192159.375,2,GREATER DUWAMISH,47.55146,-122.32832,1982,7683885.0
90000.0,90000.0,0,1.0,2,Warehouse,Non-Refrigerated Warehouse,70000.0,2,GREATER DUWAMISH,47.54983,-122.32858,1967,1429146.375
50200.0,50200.0,0,1.0,1,Retail Store,Retail Store,50200.0,2,GREATER DUWAMISH,47.55032,-122.32614,1966,1047461.0
94033.0,87833.0,6200,1.0,6,Small- and Mid-Sized Office,Office,53993.0,6,BALLARD,47.66891,-122.38528,1925,4758198.0
63240.0,63240.0,0,1.0,2,Warehouse,Non-Refrigerated Warehouse,63240.0,6,BALLARD,47.66724,-122.38553,1941,227566.7031
224864.625,140415.0,182454,1.0,5,Other,Parking,182454.0,6,BALLARD,47.66233,-122.3748,2008,16336999.203125
130293.0,106893.0,23400,1.0,4,Self-Storage Facility,Self-Storage Facility,130293.0,7,MAGNOLIA / QUEEN ANNE,47.64676,-122.37581,1988,465533.3125
106041.0,106041.0,0,1.0,4,Warehouse,Non-Refrigerated Warehouse,106041.0,7,MAGNOLIA / QUEEN ANNE,47.65567,-122.37478,1997,1123943.0
94470.0,94470.0,0,1.0,3,Self-Storage Facility,Self-Storage Facility,94470.0,7,MAGNOLIA / QUEEN ANNE,47.63634,-122.3754,1956,1000796.875
181694.0,143508.0,38186,1.0,10,Large Office,Office,150840.0,2,DOWNTOWN,47.59963,-122.32796,2002,7637986.0
22780.0,22780.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,22780.0,2,GREATER DUWAMISH,47.54769,-122.3251,1966,402051.3125
124472.0,124472.0,0,1.0,1,Distribution Center,Distribution Center,124423.0,2,GREATER DUWAMISH,47.54187,-122.32714,1967,5464762.0
224864.625,129000.0,98556,1.0,22,Large Office,Office,192159.375,7,DOWNTOWN,47.60411,-122.33225,1970,8493420.0
50065.0,50065.0,0,1.0,1,Distribution Center,Distribution Center,49918.0,2,GREATER DUWAMISH,47.54187,-122.32714,1967,1529510.25
57540.0,57540.0,0,1.0,1,Distribution Center,Distribution Center,57540.0,2,GREATER DUWAMISH,47.54621,-122.33486,1969,2582687.0
85400.0,85400.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,85400.0,2,GREATER DUWAMISH,47.54853,-122.32814,1966,1536998.25
55700.0,55700.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,55700.0,2,GREATER DUWAMISH,47.54912,-122.32819,1966,519806.0938
53250.0,53250.0,0,1.0,1,Small- and Mid-Sized Office,Office,52759.0,2,GREATER DUWAMISH,47.54965,-122.3278,1964,1794187.25
78672.0,50245.0,28427,1.0,6,Small- and Mid-Sized Office,Office,78672.0,7,MAGNOLIA / QUEEN ANNE,47.62476,-122.34843,1987,2179719.75
64660.0,64660.0,0,1.0,3,Warehouse,Non-Refrigerated Warehouse,64660.0,5,NORTHWEST,47.71286,-122.34422,1986,325513.0
75844.0,55916.0,19928,1.0,2,Mixed Use Property,Other,28442.0,3,EAST,47.61552,-122.31744,1927,3684188.5
161678.0,161678.0,0,1.0,1,Distribution Center,Distribution Center,162425.0,2,GREATER DUWAMISH,47.5701,-122.33342,1968,9357230.0
101101.0,101101.0,0,1.0,1,Distribution Center,Distribution Center,101101.0,2,GREATER DUWAMISH,47.56874,-122.33303,1949,16336999.203125
52613.0,52613.0,0,1.0,1,Distribution Center,Distribution Center,59504.0,2,GREATER DUWAMISH,47.57023,-122.33241,1980,1061458.25
56608.0,56608.0,0,1.0,1,Other,Other,45340.0,2,GREATER DUWAMISH,47.56785,-122.33361,1940,5094197.0
104099.0,104099.0,0,1.0,1,Refrigerated Warehouse,Refrigerated Warehouse,100000.0,2,GREATER DUWAMISH,47.56637,-122.33273,1953,16336999.203125
58184.0,50734.0,7450,1.0,1,Supermarket / Grocery Store,Supermarket/Grocery Store,51722.0,5,NORTHWEST,47.69267,-122.35506,2003,14715262.0
58480.0,58480.0,0,1.0,1,Supermarket / Grocery Store,Supermarket/Grocery Store,44431.0,5,NORTH,47.73315,-122.3105,1980,11054535.0
224864.625,196071.25,124800,1.0,6,Large Office,Office,192159.375,7,LAKE UNION,47.62029,-122.33078,2005,9058916.0
224864.625,104014.0,159994,1.0,4,Retail Store,Retail Store,98863.0,7,LAKE UNION,47.62,-122.33027,1996,9937707.0
62220.0,62220.0,0,1.0,2,Small- and Mid-Sized Office,Office,60676.0,3,CENTRAL,47.59367,-122.30957,1914,5444253.5
65430.0,65430.0,0,1.0,1,Small- and Mid-Sized Office,Office,60732.0,3,GREATER DUWAMISH,47.59388,-122.31124,1970,3181045.5
102290.0,59850.0,42440,1.0,3,Large Office,Office,83715.0,4,NORTHEAST,47.66517,-122.30186,2006,6062770.5
80004.0,80004.0,0,1.0,3,Other,Other,74864.0,3,CENTRAL,47.6144,-122.30982,1926,12232124.0
224864.625,196071.25,0,1.0,2,Warehouse,Non-Refrigerated Warehouse,192159.375,2,GREATER DUWAMISH,47.56407,-122.32765,1991,8024064.5
224864.625,196071.25,0,1.0,14,Mixed Use Property,Office,192159.375,2,GREATER DUWAMISH,47.5928,-122.31599,1932,16336999.203125
85385.0,54175.0,31210,1.0,4,Small- and Mid-Sized Office,Office,50235.0,4,LAKE UNION,47.64037,-122.32626,1978,4855036.5
98024.0,98024.0,0,1.0,2,Distribution Center,Distribution Center,63896.0,1,GREATER DUWAMISH,47.53687,-122.33316,1989,1988334.5
65000.0,50000.0,15000,1.0,1,Mixed Use Property,Office,20000.0,7,LAKE UNION,47.62405,-122.33084,1928,2603931.25
144573.0,77953.0,66620,1.0,5,Large Office,Office,78521.0,7,LAKE UNION,47.62488,-122.33007,1990,5135040.0
224864.625,196071.25,0,1.0,2,Retail Store,Retail Store,192159.375,5,NORTH,47.70759,-122.3255,1950,7290824.5
86400.0,86400.0,0,1.0,5,Small- and Mid-Sized Office,Office,78200.0,5,NORTHWEST,47.70744,-122.33171,1974,9080022.0
98539.0,98539.0,0,0.0,2,Other,Strip Mall,98539.0,5,North,47.7094,-122.31843,1969,5450441.5
86483.0,86483.0,0,1.0,6,Small- and Mid-Sized Office,Office,86483.0,5,NORTHWEST,47.70732,-122.33279,1981,6361236.5
51600.0,51600.0,0,1.0,1,Distribution Center,Distribution Center,34400.0,1,DELRIDGE,47.53926,-122.34143,1976,1124543.125
140520.0,140520.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,140520.0,1,DELRIDGE,47.53689,-122.33847,1968,2225512.0
154029.0,91649.0,62380,1.0,5,Large Office,Office,91645.0,7,MAGNOLIA / QUEEN ANNE,47.63116,-122.34193,1986,4636396.5
161789.0,69854.0,91935,1.0,3,Other,Parking,91935.0,5,NORTHWEST,47.70887,-122.33494,2005,6963616.5
63909.0,63909.0,0,1.0,3,Medical Office,Medical Office,60670.0,5,NORTHWEST,47.7126,-122.33782,2005,4765753.5
53472.0,53472.0,0,1.0,2,Warehouse,Non-Refrigerated Warehouse,46846.0,5,NORTHWEST,47.69814,-122.34295,1948,971155.625
50417.0,50417.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,50417.0,1,GREATER DUWAMISH,47.52696,-122.32913,1980,1847401.0
43728.0,43728.0,0,1.0,1,Restaurant,Restaurant,43728.0,7,DOWNTOWN,47.60613,-122.34115,1900,11508035.0
133298.0,133298.0,0,1.0,3,Medical Office,Medical Office,133298.0,5,NORTHWEST,47.70449,-122.33272,1961,15640994.0
168619.0,168619.0,0,1.0,2,Retail Store,Retail Store,173106.0,5,NORTH,47.70759,-122.3255,1965,6455828.5
224864.625,138509.0,113318,0.0,5,Mixed Use Property,Parking,113318.0,4,LAKE UNION,47.63451,-122.32505,2002,16336999.203125
175885.0,104500.0,71385,1.0,4,Large Office,Office,103970.0,7,LAKE UNION,47.6244,-122.33157,2000,6486377.5
104786.0,104786.0,0,1.0,2,Warehouse,Non-Refrigerated Warehouse,104786.0,2,GREATER DUWAMISH,47.56089,-122.33474,1969,1028376.875
53040.0,11440.0,41600,1.0,1,Other,Other,51427.0,2,GREATER DUWAMISH,47.55787,-122.335,2000,1770027.5
110689.0,110689.0,0,0.0,1,Other,Other,110689.0,2,GREATER DUWAMISH,47.55741,-122.33163,1973,2339814.25
53620.0,53620.0,0,1.0,1,Small- and Mid-Sized Office,Office,53620.0,2,GREATER DUWAMISH,47.5563,-122.33186,1948,2058955.25
50008.0,50008.0,0,1.0,1,Small- and Mid-Sized Office,Office,50008.0,2,GREATER DUWAMISH,47.55623,-122.33316,1938,3202213.0
224864.625,191000.0,100176,1.0,4,Large Office,Office,192159.375,7,MAGNOLIA / QUEEN ANNE,47.6252,-122.36737,2009,6657348.5
50832.0,50832.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,43920.0,2,GREATER DUWAMISH,47.56549,-122.33221,1957,2551022.25
76354.0,76354.0,0,1.0,1,Refrigerated Warehouse,Refrigerated Warehouse,76486.0,2,GREATER DUWAMISH,47.56158,-122.32754,1971,2843033.5
98480.0,98480.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,98480.0,2,GREATER DUWAMISH,47.56558,-122.32889,1956,2831565.5
53002.0,53002.0,0,1.0,2,Mixed Use Property,Retail Store,31602.0,4,LAKE UNION,47.66113,-122.33572,1904,3441643.25
175918.0,124700.0,51218,1.0,3,Mixed Use Property,Office,66737.0,4,LAKE UNION,47.63465,-122.32592,2008,16336999.203125
169785.0,106003.0,63782,1.0,3,Other,Other,106003.0,3,LAKE UNION,47.63108,-122.32746,1920,16336999.203125
124721.0,124721.0,0,1.0,11,Large Office,Office,107594.0,7,LAKE UNION,47.63,-122.3396,1971,13898181.0
94002.0,94002.0,0,1.0,7,Small- and Mid-Sized Office,Office,93905.0,7,LAKE UNION,47.63376,-122.33968,1970,5662234.0
93020.0,93020.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,93020.0,2,GREATER DUWAMISH,47.55515,-122.3275,1974,1252323.875
23000.0,23000.0,0,1.0,1,Other,Other,20310.0,7,DOWNTOWN,47.6153,-122.35014,1946,711118.375
61053.0,61053.0,0,1.0,1,Supermarket / Grocery Store,Supermarket/Grocery Store,54434.0,2,SOUTHEAST,47.52095,-122.26825,2002,13133225.0
78920.0,78920.0,0,1.0,5,Small- and Mid-Sized Office,Office,78564.0,2,DOWNTOWN,47.59895,-122.33379,1904,2830674.75
99440.0,99440.0,0,1.0,7,Small- and Mid-Sized Office,Office,65088.0,2,DOWNTOWN,47.59855,-122.33327,1906,6606832.5
