PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,NumberofBuildings,NumberofFloors,PrimaryPropertyType,LargestPropertyUseType,LargestPropertyUseTypeGFA,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,SiteEnergyUse(kBtu),HasParking,BuildingAge,ParkingRatio,AreaPerFloor,BuildingDensity,GeoCluster
155795.0,155795.0,0,1.0,1,Other,Other,155795.0,7,MAGNOLIA / QUEEN ANNE,47.61974,-122.3511,1962,16336999.203125,0,54,0.0,155795.0,6.418691228858436e-06,0.0
21018.0,21018.0,0,1.0,1,Other,Other,21018.0,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,2002,1761137.5,0,14,0.0,21018.0,4.7578266247977927e-05,0.0
30533.0,30533.0,0,1.0,1,Other,Museum,28631.0,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1998,5903015.0,0,18,0.0,30533.0,3.2751449251629386e-05,0.0
33971.0,33971.0,0,1.0,2,Other,Other - Recreation,50000.0,7,MAGNOLIA / QUEEN ANNE,47.62049,-122.3493,1961,16336999.203125,0,55,0.0,16985.5,2.9436872626652145e-05,0.0
40600.0,40600.0,0,1.0,2,Other,Other,33000.0,7,MAGNOLIA / QUEEN ANNE,47.62082,-122.35251,1992,2485521.0,0,24,0.0,20300.0,2.4630541871921184e-05,0.0
38038.0,38038.0,0,1.0,4,Small- and Mid-Sized Office,Office,38038.0,7,LAKE UNION,47.62055,-122.33881,1999,2003807.75,0,17,0.0,9509.5,2.62894999737105e-05,2.0
64596.0,40000.0,24596,1.0,4,Small- and Mid-Sized Office,Office,41591.0,7,LAKE UNION,47.62028,-122.33717,2007,2524228.25,1,9,0.38076661093566166,10000.0,1.548083472660846e-05,2.0
41466.0,35404.0,6062,1.0,3,Small- and Mid-Sized Office,Office,35404.0,7,LAKE UNION,47.62038,-122.33759,1928,9190442.0,1,88,0.14619206096561038,11801.333333333334,2.411614334635605e-05,2.0
130710.0,29910.0,100800,1.0,6,Large Office,Office,120548.0,7,LAKE UNION,47.62004,-122.33807,2013,7429423.0,1,3,0.7711728253385357,4985.0,7.650524060898172e-06,2.0
35780.0,35780.0,0,1.0,4,Small- and Mid-Sized Office,Office,22341.0,7,LAKE UNION,47.62054,-122.33807,1926,1912760.75,0,90,0.0,8945.0,2.7948574622694243e-05,2.0
25132.0,17824.0,7308,1.0,4,Mixed Use Property,Office,8061.0,7,MAGNOLIA / QUEEN ANNE,47.6223,-122.35653,1964,564754.1875,1,52,0.290784657010982,4456.0,3.978990927900685e-05,0.0
49680.0,49680.0,0,1.0,1,Other,Other,49680.0,7,DOWNTOWN,47.60192,-122.33282,1966,2844685.0,0,50,0.0,49680.0,2.0128824476650564e-05,2.0
36314.0,36314.0,0,1.0,1,Other,Other,36314.0,7,DOWNTOWN,47.60219,-122.3313,1962,1832808.75,0,54,0.0,36314.0,2.753758880872391e-05,2.0
25920.0,25920.0,0,1.0,2,Other,Other - Entertainment/Public Assembly,11888.0,7,DOWNTOWN,47.60849,-122.33924,1916,1257774.625,0,100,0.0,12960.0,3.8580246913580246e-05,2.0
47686.0,47686.0,0,1.0,4,Small- and Mid-Sized Office,Office,25500.0,7,DOWNTOWN,47.60994,-122.33997,1919,2071670.25,0,97,0.0,11921.5,2.0970515455269892e-05,2.0
49280.0,49280.0,0,1.0,2,Mixed Use Property,Retail Store,15614.0,7,DOWNTOWN,47.60805,-122.33978,1900,5437110.5,0,116,0.0,24640.0,2.0292207792207792e-05,2.0
45500.0,45500.0,0,1.0,4,Low-Rise Multifamily,Multifamily Housing,22669.0,7,DOWNTOWN,47.60918,-122.34079,1942,3778355.0,0,74,0.0,11375.0,2.1978021978021977e-05,2.0
25380.0,25380.0,0,1.0,2,Restaurant,Restaurant,17114.0,7,DOWNTOWN,47.60895,-122.34052,1912,6901554.0,0,104,0.0,12690.0,3.940110323089047e-05,2.0
40715.0,40715.0,0,1.0,6,Small- and Mid-Sized Office,Office,20895.0,7,DOWNTOWN,47.60836,-122.34157,1915,2827772.75,0,101,0.0,6785.833333333333,2.4560972614515536e-05,2.0
82065.0,47265.0,34800,1.0,4,Mixed Use Property,Parking,36036.0,7,DOWNTOWN,47.61113,-122.34556,1990,1717130.875,1,26,0.42405410345457867,11816.25,1.2185462742947663e-05,2.0
36160.0,36160.0,0,1.0,4,Small- and Mid-Sized Office,Office,36160.0,7,DOWNTOWN,47.61041,-122.34214,1910,1862176.875,0,106,0.0,9040.0,2.7654867256637168e-05,2.0
34617.0,34617.0,0,1.0,1,Mixed Use Property,Other - Restaurant/Bar,6455.0,7,DOWNTOWN,47.61014,-122.34251,1918,5136604.5,0,98,0.0,34617.0,2.8887540803651386e-05,2.0
66900.0,66900.0,0,1.0,5,Small- and Mid-Sized Office,Office,68048.0,7,DOWNTOWN,47.6123,-122.34611,1909,1634178.25,0,107,0.0,13380.0,1.4947683109118087e-05,2.0
29340.0,29340.0,0,1.0,3,Mixed Use Property,Office,12714.0,7,DOWNTOWN,47.61252,-122.34565,1910,2160420.0,0,106,0.0,9780.0,3.408316291751875e-05,2.0
22710.0,22710.0,0,0.0,2,Other,Food Service,22710.0,7,DOWNTOWN,47.61341,-122.34597,1930,287763.5,0,86,0.0,11355.0,0.0,2.0
50499.0,36959.0,13540,1.0,3,Small- and Mid-Sized Office,Office,36959.0,4,LAKE UNION,47.6367,-122.3285,2000,3205182.5,1,16,0.2681241212697281,12319.666666666666,1.980237232420444e-05,0.0
54465.0,44860.0,9605,1.0,5,Small- and Mid-Sized Office,Office,57972.0,4,LAKE UNION,47.63616,-122.32718,1964,3600571.25,1,52,0.17635178555035344,8972.0,1.8360414945377765e-05,0.0
45960.0,45960.0,0,1.0,2,K-12 School,K-12 School,45960.0,3,EAST,47.63239,-122.32072,1930,4167253.75,0,86,0.0,22980.0,2.175805047867711e-05,2.0
21128.0,21128.0,0,1.0,2,Small- and Mid-Sized Office,Office,21128.0,7,LAKE UNION,47.61992,-122.34539,1959,436604.0938,0,57,0.0,10564.0,4.73305566073457e-05,0.0
224864.625,196071.25,0,1.0,4,Mixed Use Property,Hotel,108763.0,7,LAKE UNION,47.61893,-122.34473,2008,9155568.0,0,8,0.0,49017.8125,4.447120128388358e-06,0.0
51552.0,51552.0,0,1.0,3,Small- and Mid-Sized Office,Office,54150.0,7,LAKE UNION,47.61952,-122.34462,2013,1539066.375,0,3,0.0,17184.0,1.9397889509621353e-05,0.0
38520.0,38520.0,0,1.0,4,Hotel,Hotel,38500.0,7,LAKE UNION,47.62014,-122.34456,1959,2804534.0,0,57,0.0,9630.0,2.5960539979231568e-05,0.0
29186.0,24930.0,4256,1.0,3,Hotel,Hotel,19000.0,7,LAKE UNION,47.62174,-122.34417,1961,867184.375,1,55,0.14582333995751387,8310.0,3.426300280956623e-05,0.0
27338.0,27338.0,0,1.0,1,Worship Facility,Worship Facility,27338.0,7,LAKE UNION,47.6201,-122.34071,1960,581289.0,0,56,0.0,27338.0,3.657912063793987e-05,2.0
85750.0,20110.0,65640,1.0,2,Other,Parking,65000.0,3,EAST,47.64132,-122.31644,1999,2045592.0,1,17,0.7654810495626823,10055.0,1.1661807580174927e-05,9.0
34416.0,34416.0,0,1.0,2,Laboratory,Laboratory,20649.0,7,MAGNOLIA / QUEEN ANNE,47.6224,-122.36248,1962,12015936.0,0,54,0.0,17208.0,2.905625290562529e-05,0.0
45864.0,45864.0,0,1.0,3,Small- and Mid-Sized Office,Office,45864.0,7,MAGNOLIA / QUEEN ANNE,47.61954,-122.35847,1930,2590622.0,0,86,0.0,15288.0,2.180359323216466e-05,0.0
49252.0,49252.0,0,1.0,2,K-12 School,K-12 School,61099.0,5,NORTHWEST,47.72726,-122.32835,1999,3485865.5,0,17,0.0,24626.0,2.0303744010395517e-05,4.0
33176.0,33176.0,0,1.0,3,Small- and Mid-Sized Office,Office,33176.0,4,LAKE UNION,47.63245,-122.32529,1987,1426279.5,0,29,0.0,11058.666666666666,3.0142271521581867e-05,2.0
25194.0,21430.0,3764,1.0,3,Retail Store,Retail Store,10751.0,4,LAKE UNION,47.63246,-122.32658,1993,1878742.875,1,23,0.14940065094863855,7143.333333333333,3.9691990156386444e-05,2.0
21948.0,21948.0,0,1.0,99,Worship Facility,Worship Facility,21948.0,2,GREATER DUWAMISH,47.55072,-122.30265,1977,326001.1875,0,39,0.0,221.6969696969697,4.5562238017131404e-05,7.0
31191.0,31191.0,0,1.0,3,Other,Other - Recreation,30095.0,3,EAST,47.64033,-122.29135,1927,5876439.0,0,89,0.0,10397.0,3.206053028117085e-05,9.0
37377.0,37377.0,0,1.0,1,Other,"Repair Services (Vehicle, Shoe, Locksmith, etc)",31303.0,5,NORTH,47.72039,-122.29729,1947,3040978.0,0,69,0.0,37377.0,2.675442116809803e-05,6.0
29380.0,29380.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,16768.0,2,GREATER DUWAMISH,47.53906,-122.32031,1977,856088.625,0,39,0.0,29380.0,3.4036759700476515e-05,1.0
22688.0,22688.0,0,1.0,2,Worship Facility,Worship Facility,22688.0,3,EAST,47.60321889,-122.3205567,1922,331675.0,0,94,0.0,11344.0,4.407616361071932e-05,2.0
22364.0,22364.0,0,1.0,2,Other,Adult Education,22364.0,2,SOUTHEAST,47.56028,-122.28914,1962,1467029.75,0,54,0.0,11182.0,4.471472008585226e-05,7.0
41262.0,41262.0,0,1.0,2,Small- and Mid-Sized Office,Office,40738.0,2,GREATER DUWAMISH,47.54693,-122.28718,1982,1903455.875,0,34,0.0,20631.0,2.4235373951820075e-05,7.0
43183.0,43183.0,0,1.0,2,Small- and Mid-Sized Office,Office,26580.0,7,LAKE UNION,47.62038,-122.34668,1953,7408342.0,0,63,0.0,21591.5,2.315726095917375e-05,0.0
45680.0,45680.0,0,1.0,3,Worship Facility,Worship Facility,45680.0,4,NORTH,47.68566,-122.31849,1908,2077039.375,0,108,0.0,15226.666666666666,2.1891418563922943e-05,9.0
224864.625,196071.25,0,1.0,14,Senior Care Community,Senior Care Community,192159.375,7,LAKE UNION,47.61935,-122.33389,2006,16336999.203125,0,10,0.0,14005.089285714286,4.447120128388358e-06,2.0
23562.0,23562.0,0,1.0,1,Worship Facility,Worship Facility,18278.0,1,SOUTHWEST,47.53439,-122.37699,1957,531737.1875,0,59,0.0,23562.0,4.244121891180715e-05,5.0
28844.0,28844.0,0,1.0,4,Small- and Mid-Sized Office,Office,10292.0,6,Ballard,47.65804,-122.36537,1999,910718.6875,0,17,0.0,7211.0,3.466925530439606e-05,3.0
21101.0,21101.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,18373.0,2,GREATER DUWAMISH,47.56067,-122.32646,1989,675772.875,0,27,0.0,21101.0,4.739111890431733e-05,1.0
45594.0,45594.0,0,1.0,2,Refrigerated Warehouse,Refrigerated Warehouse,45594.0,2,GREATER DUWAMISH,47.56067,-122.32705,1914,1351267.875,0,102,0.0,22797.0,2.1932710444356715e-05,1.0
26660.0,26660.0,0,1.0,1,Other,Manufacturing/Industrial Plant,26660.0,2,GREATER DUWAMISH,47.55013,-122.33044,1950,2241280.5,0,66,0.0,26660.0,3.7509377344336085e-05,1.0
28126.0,28126.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,21780.0,2,GREATER DUWAMISH,47.56056,-122.32593,1975,870625.8125,0,41,0.0,28126.0,3.555429140297234e-05,1.0
35000.0,35000.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,35000.0,2,GREATER DUWAMISH,47.54813,-122.32553,1964,378714.4063,0,52,0.0,35000.0,2.857142857142857e-05,1.0
26150.0,26150.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,26150.0,2,GREATER DUWAMISH,47.54948,-122.32536,1962,1208407.625,0,54,0.0,26150.0,3.824091778202677e-05,1.0
24000.0,24000.0,0,1.0,2,Small- and Mid-Sized Office,Office,24000.0,2,GREATER DUWAMISH,47.54974,-122.3261,1967,1088556.25,0,49,0.0,12000.0,4.1666666666666665e-05,1.0
43594.0,43594.0,0,1.0,5,K-12 School,K-12 School,40809.0,3,EAST,47.64132,-122.31644,1968,2478045.5,0,48,0.0,8718.8,2.29389365509015e-05,9.0
28080.0,28080.0,0,1.0,1,Distribution Center,Distribution Center,25580.0,4,LAKE UNION,47.65791,-122.34274,1912,794724.625,0,104,0.0,28080.0,3.561253561253561e-05,0.0
51298.0,51298.0,0,1.0,2,Senior Care Community,Senior Care Community,51298.0,5,NORTHWEST,47.72618,-122.35642,1954,5655578.0,0,62,0.0,25649.0,1.9493937385473118e-05,4.0
22047.0,22047.0,0,1.0,1,Worship Facility,Worship Facility,22898.0,5,NORTHWEST,47.72558,-122.3578,1962,265774.9063,0,54,0.0,22047.0,4.5357645031069986e-05,4.0
31600.0,31600.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,31600.0,1,GREATER DUWAMISH,47.5213,-122.32182,1979,3363535.5,0,37,0.0,31600.0,3.1645569620253167e-05,1.0
35289.0,35289.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,35289.0,1,GREATER DUWAMISH,47.52024,-122.32137,2007,876425.0,0,9,0.0,35289.0,2.833744226246139e-05,1.0
28920.0,28920.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,30000.0,1,GREATER DUWAMISH,47.51899,-122.321,1981,1750419.0,0,35,0.0,28920.0,3.457814661134163e-05,1.0
22176.0,22176.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,22176.0,1,GREATER DUWAMISH,47.5193,-122.3213,1978,736428.625,0,38,0.0,22176.0,4.5093795093795094e-05,1.0
31300.0,31300.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,31300.0,1,GREATER DUWAMISH,47.51968,-122.3212,1978,362874.0,0,38,0.0,31300.0,3.194888178913738e-05,1.0
22000.0,22000.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,22000.0,1,GREATER DUWAMISH,47.51918,-122.31957,1979,700627.625,0,37,0.0,22000.0,4.545454545454545e-05,1.0
39927.0,39927.0,0,1.0,3,Small- and Mid-Sized Office,Office,39541.0,5,NORTH,47.70079,-122.32714,1974,3568419.5,0,42,0.0,13309.0,2.5045708417862598e-05,4.0
30610.0,30610.0,0,1.0,1,Other,Other - Recreation,23320.0,5,NORTH,47.69883,-122.32479,1979,4294550.0,0,37,0.0,30610.0,3.266906239790918e-05,4.0
26930.0,20580.0,6350,1.0,2,Medical Office,Medical Office,26930.0,5,NORTH,47.70007,-122.32533,1980,1002995.0,1,36,0.2357965094689937,10290.0,3.713330857779428e-05,4.0
38745.0,38745.0,0,1.0,2,Medical Office,Medical Office,65069.0,5,NORTH,47.70087,-122.32379,1968,2890379.0,0,48,0.0,19372.5,2.5809781907342882e-05,4.0
20296.0,20296.0,0,1.0,2,Self-Storage Facility,Self-Storage Facility,20296.0,4,NORTHEAST,47.66353,-122.29505,1959,855665.125,0,57,0.0,10148.0,4.927079227433977e-05,9.0
22135.0,22135.0,0,1.0,2,Mixed Use Property,Medical Office,10388.0,4,NORTHEAST,47.66246,-122.29342,1945,1261634.5,0,71,0.0,11067.5,4.51773209848656e-05,9.0
38378.0,38378.0,0,1.0,3,Medical Office,Medical Office,35066.0,4,NORTHEAST,47.66183,-122.29264,1967,1645605.125,0,49,0.0,12792.666666666666,2.6056594924175308e-05,9.0
33576.0,33576.0,0,1.0,2,Warehouse,Non-Refrigerated Warehouse,33576.0,4,NORTHEAST,47.66294,-122.29521,1980,1275231.75,0,36,0.0,16788.0,2.9783178460805337e-05,9.0
33005.0,33005.0,0,1.0,1,Supermarket / Grocery Store,Supermarket/Grocery Store,34982.0,4,NORTHEAST,47.66205,-122.29545,1975,10642754.0,0,41,0.0,33005.0,3.0298439630359037e-05,9.0
20971.0,20971.0,0,1.0,1,Other,Parking,23483.0,3,EAST,47.61074,-122.32259,1981,729397.1875,0,35,0.0,20971.0,4.7684898192742357e-05,2.0
23910.0,23910.0,0,1.0,3,Small- and Mid-Sized Office,Office,20000.0,7,MAGNOLIA / QUEEN ANNE,47.63981,-122.39907,1927,873577.3125,0,89,0.0,7970.0,4.1823504809703055e-05,3.0
21765.0,21765.0,0,1.0,2,Worship Facility,Worship Facility,21765.0,6,BALLARD,47.67477,-122.38241,1910,431390.4063,0,106,0.0,10882.5,4.5945325063174825e-05,3.0
224864.625,196071.25,0,1.0,2,University,College/University,192159.375,3,EAST,47.61065,-122.31711,1939,16336999.203125,0,77,0.0,98035.625,4.447120128388358e-06,2.0
26560.0,26560.0,0,1.0,2,Worship Facility,Worship Facility,26560.0,3,CENTRAL,47.6101,-122.30838,1901,1751483.875,0,115,0.0,13280.0,3.765060240963856e-05,2.0
20140.0,20140.0,0,1.0,2,Warehouse,Non-Refrigerated Warehouse,20140.0,4,LAKE UNION,47.65022,-122.34174,1957,116486.6016,0,59,0.0,10070.0,4.965243296921549e-05,0.0
38845.0,38845.0,0,1.0,2,Retail Store,Retail Store,38845.0,2,GREATER DUWAMISH,47.53846,-122.28305,1992,6917280.0,0,24,0.0,19422.5,2.5743338911056765e-05,7.0
26092.0,26092.0,0,1.0,1,Supermarket / Grocery Store,Supermarket/Grocery Store,25946.0,2,GREATER DUWAMISH,47.53747,-122.28308,1953,7619445.0,0,63,0.0,26092.0,3.832592365476008e-05,7.0
25500.0,25500.0,0,1.0,1,Small- and Mid-Sized Office,Office,25500.0,2,GREATER DUWAMISH,47.55045,-122.32749,1967,1213869.75,0,49,0.0,25500.0,3.9215686274509805e-05,1.0
41895.0,41895.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,37524.0,2,GREATER DUWAMISH,47.5478,-122.32307,1961,1242311.5,0,55,0.0,41895.0,2.3869196801527628e-05,1.0
56193.0,56193.0,0,1.0,2,Retail Store,Retail Store,56193.0,2,GREATER DUWAMISH,47.54912,-122.32184,1958,2497942.75,0,58,0.0,28096.5,1.7795810866122116e-05,1.0
35448.0,35448.0,0,1.0,3,K-12 School,K-12 School,35448.0,6,BALLARD,47.6712,-122.37568,1922,1379932.5,0,94,0.0,11816.0,2.8210336267208305e-05,3.0
29214.0,29214.0,0,1.0,1,Supermarket / Grocery Store,Supermarket/Grocery Store,29214.0,6,BALLARD,47.66986,-122.37418,1966,9336239.0,0,50,0.0,29214.0,3.42301636201821e-05,3.0
89103.0,46068.0,43035,1.0,1,Supermarket / Grocery Store,Supermarket/Grocery Store,47034.0,6,BALLARD,47.66828,-122.37428,2000,14029480.0,1,16,0.4829803710312784,46068.0,1.122296667901193e-05,3.0
32000.0,32000.0,0,1.0,1,Other,Other - Recreation,29880.0,6,BALLARD,47.66621,-122.37502,1961,1331122.125,0,55,0.0,32000.0,3.125e-05,3.0
31140.0,31140.0,0,1.0,2,Mixed Use Property,Other,14840.0,6,BALLARD,47.66389,-122.37307,1910,935580.3125,0,106,0.0,15570.0,3.2113037893384715e-05,3.0
41478.0,41478.0,0,1.0,3,Warehouse,Non-Refrigerated Warehouse,31932.0,6,BALLARD,47.6644,-122.37246,1975,3035962.25,0,41,0.0,13826.0,2.410916630502917e-05,3.0
39840.0,39840.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,39840.0,6,BALLARD,47.66411,-122.37185,1980,752104.0,0,36,0.0,39840.0,2.5100401606425704e-05,3.0
30576.0,15000.0,15576,1.0,1,Other,Library,15000.0,6,BALLARD,47.66984,-122.3842,2004,1533245.75,1,12,0.5094191522762951,15000.0,3.270538984824699e-05,3.0
21528.0,21528.0,0,1.0,2,Other,Social/Meeting Hall,21528.0,6,BALLARD,47.66894,-122.38242,1924,306911.0938,0,92,0.0,10764.0,4.645113340765515e-05,3.0
30000.0,30000.0,0,1.0,2,Other,Strip Mall,25828.0,6,BALLARD,47.66908,-122.38627,1928,1094940.75,0,88,0.0,15000.0,3.3333333333333335e-05,3.0
30087.0,30087.0,0,1.0,2,Other,Other,30554.0,6,BALLARD,47.67482,-122.37316,1942,5274642.0,0,74,0.0,15043.5,3.323694618938412e-05,3.0
40445.0,40445.0,0,1.0,1,Worship Facility,Worship Facility,40445.0,6,BALLARD,47.66327,-122.37439,1975,786253.6875,0,41,0.0,40445.0,2.472493509704537e-05,3.0
23500.0,23500.0,0,1.0,1,Retail Store,Retail Store,23500.0,6,BALLARD,47.66318,-122.37283,1996,1137967.5,0,20,0.0,23500.0,4.2553191489361704e-05,3.0
22420.0,22420.0,0,1.0,1,Retail Store,Retail Store,23067.0,6,Ballard,47.67518,-122.36549,1967,1404253.75,0,49,0.0,22420.0,4.4603033006244425e-05,3.0
25842.0,25842.0,0,1.0,1,Supermarket / Grocery Store,Supermarket/Grocery Store,25987.0,7,MAGNOLIA / QUEEN ANNE,47.64909,-122.37788,1961,8518313.0,0,55,0.0,25842.0,3.869669530222119e-05,3.0
26389.0,26389.0,0,1.0,3,Small- and Mid-Sized Office,Office,16766.0,7,MAGNOLIA / QUEEN ANNE,47.65018,-122.37787,1992,1208035.375,0,24,0.0,8796.333333333334,3.789457728599037e-05,3.0
25859.0,25859.0,0,1.0,3,Small- and Mid-Sized Office,Office,25859.0,7,MAGNOLIA / QUEEN ANNE,47.65252,-122.37587,1982,858780.625,0,34,0.0,8619.666666666666,3.867125565567114e-05,3.0
25600.0,25600.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,20600.0,7,MAGNOLIA / QUEEN ANNE,47.66238,-122.38831,1974,1730600.625,0,42,0.0,25600.0,3.90625e-05,3.0
23169.0,23169.0,0,1.0,1,Other,Manufacturing/Industrial Plant,10200.0,7,MAGNOLIA / QUEEN ANNE,47.66126,-122.38751,1965,222255.9063,0,51,0.0,23169.0,4.316112046268721e-05,3.0
41784.0,33385.0,8399,1.0,4,Small- and Mid-Sized Office,Office,33385.0,7,MAGNOLIA / QUEEN ANNE,47.66106,-122.38576,2008,1294615.25,1,8,0.20100995596400537,8346.25,2.3932605782117557e-05,3.0
56884.0,56884.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,56884.0,7,MAGNOLIA / QUEEN ANNE,47.66206,-122.38948,1960,1388345.125,0,56,0.0,56884.0,1.757963574994726e-05,3.0
32810.0,32810.0,0,1.0,1,Retail Store,Retail Store,32810.0,6,BALLARD,47.6917,-122.37617,1989,2017967.75,0,27,0.0,32810.0,3.047851264858275e-05,3.0
30989.0,30989.0,0,1.0,3,Self-Storage Facility,Self-Storage Facility,30989.0,7,MAGNOLIA / QUEEN ANNE,47.64455,-122.37581,1980,97690.39844,0,36,0.0,10329.666666666666,3.226951498918971e-05,3.0
39952.0,39952.0,0,1.0,3,Self-Storage Facility,Self-Storage Facility,39952.0,7,MAGNOLIA / QUEEN ANNE,47.64418,-122.37587,1915,57133.19922,0,101,0.0,13317.333333333334,2.5030036043251902e-05,3.0
20022.0,20022.0,0,1.0,2,Small- and Mid-Sized Office,Office,20784.0,7,MAGNOLIA / QUEEN ANNE,47.65504,-122.37402,1961,657385.8125,0,55,0.0,10011.0,4.9945060433523126e-05,3.0
36498.0,36498.0,0,1.0,2,Distribution Center,Distribution Center,18229.0,7,MAGNOLIA / QUEEN ANNE,47.65563,-122.37194,1960,520011.8125,0,56,0.0,18249.0,2.7398761575976766e-05,3.0
35946.0,35946.0,0,1.0,1,Distribution Center,Distribution Center,31845.0,7,MAGNOLIA / QUEEN ANNE,47.66161,-122.39075,1968,469499.8125,0,48,0.0,35946.0,2.781950703833528e-05,3.0
30152.0,24472.0,5680,1.0,4,Small- and Mid-Sized Office,Office,25184.0,7,MAGNOLIA / QUEEN ANNE,47.66006,-122.38631,2007,845044.125,1,9,0.18837888033961264,6118.0,3.316529583443884e-05,3.0
22365.0,22365.0,0,1.0,4,Small- and Mid-Sized Office,Office,21617.0,7,MAGNOLIA / QUEEN ANNE,47.65881,-122.38382,1979,727385.8125,0,37,0.0,5591.25,4.47127207690588e-05,3.0
30172.0,30172.0,0,1.0,4,Small- and Mid-Sized Office,Office,30172.0,7,MAGNOLIA / QUEEN ANNE,47.65801,-122.3839,1994,904059.875,0,22,0.0,7543.0,3.3143311679703034e-05,3.0
42500.0,42500.0,0,1.0,4,Warehouse,Non-Refrigerated Warehouse,42500.0,6,BALLARD,47.66353,-122.38064,1927,241478.5938,0,89,0.0,10625.0,2.3529411764705884e-05,3.0
23032.0,23032.0,0,1.0,4,Small- and Mid-Sized Office,Office,14448.0,6,BALLARD,47.66691,-122.38416,1901,1121537.75,0,115,0.0,5758.0,4.341785342132685e-05,3.0
45750.0,40836.0,4914,1.0,3,Other,Other,42850.0,6,BALLARD,47.66646,-122.38263,1900,7240274.0,1,116,0.10740983606557378,13612.0,2.185792349726776e-05,3.0
23500.0,23500.0,0,1.0,2,Small- and Mid-Sized Office,Office,23500.0,6,BALLARD,47.66497,-122.38047,1968,1686405.0,0,48,0.0,11750.0,4.2553191489361704e-05,3.0
22282.0,22282.0,0,1.0,1,Small- and Mid-Sized Office,Office,22282.0,6,BALLARD,47.66431,-122.37988,1966,579888.3125,0,50,0.0,22282.0,4.487927475092002e-05,3.0
24000.0,24000.0,0,1.0,2,Self-Storage Facility,Self-Storage Facility,24000.0,6,BALLARD,47.66351,-122.37961,1902,502898.6875,0,114,0.0,12000.0,4.1666666666666665e-05,3.0
27085.0,27085.0,0,1.0,3,Mixed Use Property,Strip Mall,9500.0,6,BALLARD,47.66852,-122.38175,1909,1995131.75,0,107,0.0,9028.333333333334,3.692080487354624e-05,3.0
29258.0,29258.0,0,0.0,2,Other,Other - Recreation,31991.0,5,NORTH,47.70544,-122.2918,1996,8086943.5,0,20,0.0,14629.0,0.0,6.0
37500.0,37500.0,0,1.0,2,Small- and Mid-Sized Office,Office,37500.0,5,NORTH,47.719,-122.29966,1931,2235765.5,0,85,0.0,18750.0,2.6666666666666667e-05,6.0
23983.0,23983.0,0,1.0,3,K-12 School,K-12 School,23983.0,5,NORTHWEST,47.73143,-122.32784,1930,1164364.75,0,86,0.0,7994.333333333333,4.169620147604553e-05,4.0
24100.0,24100.0,0,1.0,1,Distribution Center,Distribution Center,20100.0,1,DELRIDGE,47.55832,-122.35239,1980,809870.8125,0,36,0.0,24100.0,4.149377593360996e-05,5.0
31343.0,31343.0,0,3.0,2,K-12 School,K-12 School,51515.0,4,NORTHEAST,47.66665,-122.31818,2004,3846501.25,0,12,0.0,15671.5,9.571515170851546e-05,9.0
55912.0,33062.0,22850,1.0,3,Mixed Use Property,Parking,24052.0,6,NORTHWEST,47.68582,-122.33709,1996,2450442.75,1,20,0.4086779224495636,11020.666666666666,1.7885248247245672e-05,4.0
20294.0,20294.0,0,1.0,2,Other,Other,18000.0,7,MAGNOLIA / QUEEN ANNE,47.65843,-122.38435,1957,1735995.75,0,59,0.0,10147.0,4.927564797477087e-05,3.0
40571.0,29722.0,10849,1.0,4,Small- and Mid-Sized Office,Office,24008.0,7,MAGNOLIA / QUEEN ANNE,47.65708,-122.38383,1983,1286817.375,1,33,0.2674077543072638,7430.5,2.464814769170097e-05,3.0
41707.0,26048.0,15659,1.0,4,Small- and Mid-Sized Office,Office,41707.0,7,MAGNOLIA / QUEEN ANNE,47.65649,-122.38383,1983,1755788.5,1,33,0.3754525619200614,6512.0,2.397679046682811e-05,3.0
57644.0,57644.0,0,1.0,2,Mixed Use Property,Office,20176.0,7,MAGNOLIA / QUEEN ANNE,47.65118,-122.37875,1960,2189735.0,0,56,0.0,28822.0,1.734785927416557e-05,3.0
39497.0,39497.0,0,1.0,2,Warehouse,Non-Refrigerated Warehouse,25547.0,7,MAGNOLIA / QUEEN ANNE,47.64913,-122.37929,1955,1700057.375,0,61,0.0,19748.5,2.531837861103375e-05,3.0
33087.0,33087.0,0,1.0,1,Other,Other - Entertainment/Public Assembly,53776.0,3,EAST,47.6303,-122.3142,1932,3548858.25,0,84,0.0,33087.0,3.022335056064315e-05,2.0
