PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,NumberofBuildings,NumberofFloors,PrimaryPropertyType,LargestPropertyUseType,LargestPropertyUseTypeGFA,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,SiteEnergyUse(kBtu),HasParking,BuildingAge,ParkingRatio,AreaPerFloor,BuildingDensity,GeoCluster
113780.0,113780.0,0,0.0,1,Other,Other - Services,91532.0,1,DELRIDGE,47.56548,-122.35378,1955,3574542.25,0,61,0.0,113780.0,0.0,5.0
224864.625,196071.25,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,192159.375,2,GREATER DUWAMISH,47.56419,-122.34262,1999,1396082.25,0,17,0.0,196071.25,4.447120128388358e-06,1.0
224864.625,123940.0,156312,1.0,3,Other,Parking,156312.0,6,LAKE UNION,47.64942,-122.35024,2001,11521702.0,1,15,0.695138241508641,41313.333333333336,4.447120128388358e-06,0.0
66462.0,53464.0,12998,1.0,3,Other,Other,72000.0,7,MAGNOLIA / QUEEN ANNE,47.63549,-122.34103,1952,6876439.5,1,64,0.19557040113147361,17821.333333333332,1.504619180885318e-05,0.0
131387.0,131387.0,0,1.0,1,Retail Store,Retail Store,107931.0,5,NORTHWEST,47.72053,-122.34739,1997,8773058.0,0,19,0.0,131387.0,7.6111030771689745e-06,4.0
94400.0,94400.0,0,1.0,3,Warehouse,Non-Refrigerated Warehouse,67155.0,5,NORTHWEST,47.72377,-122.34095,1999,784364.5,0,17,0.0,31466.666666666668,1.0593220338983052e-05,4.0
111900.0,111900.0,0,6.0,1,Other,Strip Mall,124231.0,5,NORTHWEST,47.72546,-122.34659,1964,9814820.0,0,52,0.0,111900.0,5.361930294906166e-05,4.0
144776.0,144776.0,0,0.0,1,Supermarket / Grocery Store,Wholesale Club/Supercenter,144776.0,5,NORTHWEST,47.72803,-122.34214,1984,13424079.0,0,32,0.0,144776.0,0.0,4.0
114000.0,114000.0,0,1.0,1,Retail Store,Retail Store,57805.0,5,NORTHWEST,47.7249,-122.34332,1967,16336999.203125,0,49,0.0,114000.0,8.771929824561403e-06,4.0
50083.0,50083.0,0,1.0,1,Supermarket / Grocery Store,Supermarket/Grocery Store,50065.0,5,NORTHWEST,47.7235,-122.34458,1997,8663691.0,0,19,0.0,50083.0,1.9966855020665693e-05,4.0
124071.0,95426.0,28645,1.0,3,Large Office,Office,96504.0,6,LAKE UNION,47.65086,-122.35412,1988,4991360.5,1,28,0.2308758694618404,31808.666666666668,8.059901185611465e-06,0.0
90000.0,53472.0,36528,1.0,4,Small- and Mid-Sized Office,Office,90000.0,6,LAKE UNION,47.64963,-122.35158,2000,3897738.0,1,16,0.40586666666666665,13368.0,1.1111111111111112e-05,0.0
96041.0,62332.0,33709,1.0,3,Small- and Mid-Sized Office,Office,62232.0,6,LAKE UNION,47.64849,-122.35041,2001,5413418.0,1,15,0.35098551660228444,20777.333333333332,1.041221978113514e-05,0.0
224864.625,166128.0,114829,1.0,3,Large Office,Office,152579.0,6,LAKE UNION,47.64822,-122.34848,1999,11325513.0,1,17,0.5106583572227068,55376.0,4.447120128388358e-06,0.0
224864.625,140302.0,103032,1.0,4,Large Office,Office,138995.0,6,LAKE UNION,47.64882,-122.34905,1999,8651835.0,1,17,0.4581956810681093,35075.5,4.447120128388358e-06,0.0
154660.0,154660.0,0,1.0,6,Mixed Use Property,Other - Entertainment/Public Assembly,119815.0,7,DOWNTOWN,47.6074,-122.33777,1991,16336999.203125,0,25,0.0,25776.666666666668,6.46579593948015e-06,2.0
224864.625,196071.25,121375,1.0,5,Large Office,Office,192159.375,2,GREATER DUWAMISH,47.55146,-122.32832,1982,7683885.0,1,34,0.539769205583137,39214.25,4.447120128388358e-06,1.0
90000.0,90000.0,0,1.0,2,Warehouse,Non-Refrigerated Warehouse,70000.0,2,GREATER DUWAMISH,47.54983,-122.32858,1967,1429146.375,0,49,0.0,45000.0,1.1111111111111112e-05,1.0
50200.0,50200.0,0,1.0,1,Retail Store,Retail Store,50200.0,2,GREATER DUWAMISH,47.55032,-122.32614,1966,1047461.0,0,50,0.0,50200.0,1.9920318725099602e-05,1.0
94033.0,87833.0,6200,1.0,6,Small- and Mid-Sized Office,Office,53993.0,6,BALLARD,47.66891,-122.38528,1925,4758198.0,1,91,0.0659342996607574,14638.833333333334,1.0634564461412483e-05,3.0
63240.0,63240.0,0,1.0,2,Warehouse,Non-Refrigerated Warehouse,63240.0,6,BALLARD,47.66724,-122.38553,1941,227566.7031,0,75,0.0,31620.0,1.5812776723592664e-05,3.0
224864.625,140415.0,182454,1.0,5,Other,Parking,182454.0,6,BALLARD,47.66233,-122.3748,2008,16336999.203125,1,8,0.8113948559049695,28083.0,4.447120128388358e-06,3.0
130293.0,106893.0,23400,1.0,4,Self-Storage Facility,Self-Storage Facility,130293.0,7,MAGNOLIA / QUEEN ANNE,47.64676,-122.37581,1988,465533.3125,1,28,0.17959522000414452,26723.25,7.675009401886518e-06,3.0
106041.0,106041.0,0,1.0,4,Warehouse,Non-Refrigerated Warehouse,106041.0,7,MAGNOLIA / QUEEN ANNE,47.65567,-122.37478,1997,1123943.0,0,19,0.0,26510.25,9.430314689601191e-06,3.0
94470.0,94470.0,0,1.0,3,Self-Storage Facility,Self-Storage Facility,94470.0,7,MAGNOLIA / QUEEN ANNE,47.63634,-122.3754,1956,1000796.875,0,60,0.0,31490.0,1.0585371017254155e-05,0.0
181694.0,143508.0,38186,1.0,10,Large Office,Office,150840.0,2,DOWNTOWN,47.59963,-122.32796,2002,7637986.0,1,14,0.21016654374938082,14350.8,5.503759067443064e-06,2.0
22780.0,22780.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,22780.0,2,GREATER DUWAMISH,47.54769,-122.3251,1966,402051.3125,0,50,0.0,22780.0,4.389815627743635e-05,1.0
124472.0,124472.0,0,1.0,1,Distribution Center,Distribution Center,124423.0,2,GREATER DUWAMISH,47.54187,-122.32714,1967,5464762.0,0,49,0.0,124472.0,8.03393534288836e-06,1.0
224864.625,129000.0,98556,1.0,22,Large Office,Office,192159.375,7,DOWNTOWN,47.60411,-122.33225,1970,8493420.0,1,46,0.438290371373443,5863.636363636364,4.447120128388358e-06,2.0
50065.0,50065.0,0,1.0,1,Distribution Center,Distribution Center,49918.0,2,GREATER DUWAMISH,47.54187,-122.32714,1967,1529510.25,0,49,0.0,50065.0,1.9974033756117048e-05,1.0
57540.0,57540.0,0,1.0,1,Distribution Center,Distribution Center,57540.0,2,GREATER DUWAMISH,47.54621,-122.33486,1969,2582687.0,0,47,0.0,57540.0,1.737921445950643e-05,1.0
85400.0,85400.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,85400.0,2,GREATER DUWAMISH,47.54853,-122.32814,1966,1536998.25,0,50,0.0,85400.0,1.17096018735363e-05,1.0
55700.0,55700.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,55700.0,2,GREATER DUWAMISH,47.54912,-122.32819,1966,519806.0938,0,50,0.0,55700.0,1.7953321364452423e-05,1.0
53250.0,53250.0,0,1.0,1,Small- and Mid-Sized Office,Office,52759.0,2,GREATER DUWAMISH,47.54965,-122.3278,1964,1794187.25,0,52,0.0,53250.0,1.8779342723004694e-05,1.0
78672.0,50245.0,28427,1.0,6,Small- and Mid-Sized Office,Office,78672.0,7,MAGNOLIA / QUEEN ANNE,47.62476,-122.34843,1987,2179719.75,1,29,0.3613356721578198,8374.166666666666,1.271100264388855e-05,0.0
64660.0,64660.0,0,1.0,3,Warehouse,Non-Refrigerated Warehouse,64660.0,5,NORTHWEST,47.71286,-122.34422,1986,325513.0,0,30,0.0,21553.333333333332,1.546551190844417e-05,4.0
75844.0,55916.0,19928,1.0,2,Mixed Use Property,Other,28442.0,3,EAST,47.61552,-122.31744,1927,3684188.5,1,89,0.2627498549654554,27958.0,1.3184958599229998e-05,2.0
161678.0,161678.0,0,1.0,1,Distribution Center,Distribution Center,162425.0,2,GREATER DUWAMISH,47.5701,-122.33342,1968,9357230.0,0,48,0.0,161678.0,6.185133413327726e-06,8.0
101101.0,101101.0,0,1.0,1,Distribution Center,Distribution Center,101101.0,2,GREATER DUWAMISH,47.56874,-122.33303,1949,16336999.203125,0,67,0.0,101101.0,9.891099000009891e-06,1.0
52613.0,52613.0,0,1.0,1,Distribution Center,Distribution Center,59504.0,2,GREATER DUWAMISH,47.57023,-122.33241,1980,1061458.25,0,36,0.0,52613.0,1.9006709368407047e-05,8.0
56608.0,56608.0,0,1.0,1,Other,Other,45340.0,2,GREATER DUWAMISH,47.56785,-122.33361,1940,5094197.0,0,76,0.0,56608.0,1.766534765404183e-05,1.0
104099.0,104099.0,0,1.0,1,Refrigerated Warehouse,Refrigerated Warehouse,100000.0,2,GREATER DUWAMISH,47.56637,-122.33273,1953,16336999.203125,0,63,0.0,104099.0,9.606240213642782e-06,1.0
58184.0,50734.0,7450,1.0,1,Supermarket / Grocery Store,Supermarket/Grocery Store,51722.0,5,NORTHWEST,47.69267,-122.35506,2003,14715262.0,1,13,0.12804207342224666,50734.0,1.7186855492919016e-05,4.0
58480.0,58480.0,0,1.0,1,Supermarket / Grocery Store,Supermarket/Grocery Store,44431.0,5,NORTH,47.73315,-122.3105,1980,11054535.0,0,36,0.0,58480.0,1.709986320109439e-05,6.0
224864.625,196071.25,124800,1.0,6,Large Office,Office,192159.375,7,LAKE UNION,47.62029,-122.33078,2005,9058916.0,1,11,0.5550005920228671,32678.541666666668,4.447120128388358e-06,2.0
224864.625,104014.0,159994,1.0,4,Retail Store,Retail Store,98863.0,7,LAKE UNION,47.62,-122.33027,1996,9937707.0,1,20,0.7115125378213669,26003.5,4.447120128388358e-06,2.0
62220.0,62220.0,0,1.0,2,Small- and Mid-Sized Office,Office,60676.0,3,CENTRAL,47.59367,-122.30957,1914,5444253.5,0,102,0.0,31110.0,1.607200257152041e-05,8.0
65430.0,65430.0,0,1.0,1,Small- and Mid-Sized Office,Office,60732.0,3,GREATER DUWAMISH,47.59388,-122.31124,1970,3181045.5,0,46,0.0,65430.0,1.528350909368791e-05,8.0
102290.0,59850.0,42440,1.0,3,Large Office,Office,83715.0,4,NORTHEAST,47.66517,-122.30186,2006,6062770.5,1,10,0.4148988170886695,19950.0,9.776126698602015e-06,9.0
80004.0,80004.0,0,1.0,3,Other,Other,74864.0,3,CENTRAL,47.6144,-122.30982,1926,12232124.0,0,90,0.0,26668.0,1.2499375031248437e-05,2.0
224864.625,196071.25,0,1.0,2,Warehouse,Non-Refrigerated Warehouse,192159.375,2,GREATER DUWAMISH,47.56407,-122.32765,1991,8024064.5,0,25,0.0,98035.625,4.447120128388358e-06,1.0
224864.625,196071.25,0,1.0,14,Mixed Use Property,Office,192159.375,2,GREATER DUWAMISH,47.5928,-122.31599,1932,16336999.203125,0,84,0.0,14005.089285714286,4.447120128388358e-06,8.0
85385.0,54175.0,31210,1.0,4,Small- and Mid-Sized Office,Office,50235.0,4,LAKE UNION,47.64037,-122.32626,1978,4855036.5,1,38,0.36552087603208994,13543.75,1.1711658956491187e-05,0.0
98024.0,98024.0,0,1.0,2,Distribution Center,Distribution Center,63896.0,1,GREATER DUWAMISH,47.53687,-122.33316,1989,1988334.5,0,27,0.0,49012.0,1.0201583285725945e-05,1.0
65000.0,50000.0,15000,1.0,1,Mixed Use Property,Office,20000.0,7,LAKE UNION,47.62405,-122.33084,1928,2603931.25,1,88,0.23076923076923078,50000.0,1.5384615384615384e-05,2.0
144573.0,77953.0,66620,1.0,5,Large Office,Office,78521.0,7,LAKE UNION,47.62488,-122.33007,1990,5135040.0,1,26,0.46080526792692966,15590.6,6.916920863508401e-06,2.0
224864.625,196071.25,0,1.0,2,Retail Store,Retail Store,192159.375,5,NORTH,47.70759,-122.3255,1950,7290824.5,0,66,0.0,98035.625,4.447120128388358e-06,4.0
86400.0,86400.0,0,1.0,5,Small- and Mid-Sized Office,Office,78200.0,5,NORTHWEST,47.70744,-122.33171,1974,9080022.0,0,42,0.0,17280.0,1.1574074074074073e-05,4.0
98539.0,98539.0,0,0.0,2,Other,Strip Mall,98539.0,5,North,47.7094,-122.31843,1969,5450441.5,0,47,0.0,49269.5,0.0,4.0
86483.0,86483.0,0,1.0,6,Small- and Mid-Sized Office,Office,86483.0,5,NORTHWEST,47.70732,-122.33279,1981,6361236.5,0,35,0.0,14413.833333333334,1.1562966132072199e-05,4.0
51600.0,51600.0,0,1.0,1,Distribution Center,Distribution Center,34400.0,1,DELRIDGE,47.53926,-122.34143,1976,1124543.125,0,40,0.0,51600.0,1.937984496124031e-05,1.0
140520.0,140520.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,140520.0,1,DELRIDGE,47.53689,-122.33847,1968,2225512.0,0,48,0.0,140520.0,7.116424708226587e-06,1.0
154029.0,91649.0,62380,1.0,5,Large Office,Office,91645.0,7,MAGNOLIA / QUEEN ANNE,47.63116,-122.34193,1986,4636396.5,1,30,0.4049886709645586,18329.8,6.492283920560414e-06,0.0
161789.0,69854.0,91935,1.0,3,Other,Parking,91935.0,5,NORTHWEST,47.70887,-122.33494,2005,6963616.5,1,11,0.5682401152117882,23284.666666666668,6.180889924531334e-06,4.0
63909.0,63909.0,0,1.0,3,Medical Office,Medical Office,60670.0,5,NORTHWEST,47.7126,-122.33782,2005,4765753.5,0,11,0.0,21303.0,1.5647248431363346e-05,4.0
53472.0,53472.0,0,1.0,2,Warehouse,Non-Refrigerated Warehouse,46846.0,5,NORTHWEST,47.69814,-122.34295,1948,971155.625,0,68,0.0,26736.0,1.8701376421304608e-05,4.0
50417.0,50417.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,50417.0,1,GREATER DUWAMISH,47.52696,-122.32913,1980,1847401.0,0,36,0.0,50417.0,1.9834579606085248e-05,1.0
43728.0,43728.0,0,1.0,1,Restaurant,Restaurant,43728.0,7,DOWNTOWN,47.60613,-122.34115,1900,11508035.0,0,116,0.0,43728.0,2.2868642517380167e-05,2.0
133298.0,133298.0,0,1.0,3,Medical Office,Medical Office,133298.0,5,NORTHWEST,47.70449,-122.33272,1961,15640994.0,0,55,0.0,44432.666666666664,7.501988026827109e-06,4.0
168619.0,168619.0,0,1.0,2,Retail Store,Retail Store,173106.0,5,NORTH,47.70759,-122.3255,1965,6455828.5,0,51,0.0,84309.5,5.930529774224731e-06,4.0
224864.625,138509.0,113318,0.0,5,Mixed Use Property,Parking,113318.0,4,LAKE UNION,47.63451,-122.32505,2002,16336999.203125,1,14,0.503938758708712,27701.8,0.0,2.0
175885.0,104500.0,71385,1.0,4,Large Office,Office,103970.0,7,LAKE UNION,47.6244,-122.33157,2000,6486377.5,1,16,0.4058617846888592,26125.0,5.685533160872161e-06,2.0
104786.0,104786.0,0,1.0,2,Warehouse,Non-Refrigerated Warehouse,104786.0,2,GREATER DUWAMISH,47.56089,-122.33474,1969,1028376.875,0,47,0.0,52393.0,9.543259595747523e-06,1.0
53040.0,11440.0,41600,1.0,1,Other,Other,51427.0,2,GREATER DUWAMISH,47.55787,-122.335,2000,1770027.5,1,16,0.7843137254901961,11440.0,1.885369532428356e-05,1.0
110689.0,110689.0,0,0.0,1,Other,Other,110689.0,2,GREATER DUWAMISH,47.55741,-122.33163,1973,2339814.25,0,43,0.0,110689.0,0.0,1.0
53620.0,53620.0,0,1.0,1,Small- and Mid-Sized Office,Office,53620.0,2,GREATER DUWAMISH,47.5563,-122.33186,1948,2058955.25,0,68,0.0,53620.0,1.8649757553151808e-05,1.0
50008.0,50008.0,0,1.0,1,Small- and Mid-Sized Office,Office,50008.0,2,GREATER DUWAMISH,47.55623,-122.33316,1938,3202213.0,0,78,0.0,50008.0,1.9996800511918092e-05,1.0
224864.625,191000.0,100176,1.0,4,Large Office,Office,192159.375,7,MAGNOLIA / QUEEN ANNE,47.6252,-122.36737,2009,6657348.5,1,7,0.44549470598143215,47750.0,4.447120128388358e-06,0.0
50832.0,50832.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,43920.0,2,GREATER DUWAMISH,47.56549,-122.33221,1957,2551022.25,0,59,0.0,50832.0,1.9672647151400692e-05,1.0
76354.0,76354.0,0,1.0,1,Refrigerated Warehouse,Refrigerated Warehouse,76486.0,2,GREATER DUWAMISH,47.56158,-122.32754,1971,2843033.5,0,45,0.0,76354.0,1.3096890798124525e-05,1.0
98480.0,98480.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,98480.0,2,GREATER DUWAMISH,47.56558,-122.32889,1956,2831565.5,0,60,0.0,98480.0,1.0154346060113728e-05,1.0
53002.0,53002.0,0,1.0,2,Mixed Use Property,Retail Store,31602.0,4,LAKE UNION,47.66113,-122.33572,1904,3441643.25,0,112,0.0,26501.0,1.886721255801668e-05,9.0
175918.0,124700.0,51218,1.0,3,Mixed Use Property,Office,66737.0,4,LAKE UNION,47.63465,-122.32592,2008,16336999.203125,1,8,0.29114701167589446,41566.666666666664,5.684466626496436e-06,2.0
169785.0,106003.0,63782,1.0,3,Other,Other,106003.0,3,LAKE UNION,47.63108,-122.32746,1920,16336999.203125,1,96,0.37566333892864506,35334.333333333336,5.889801808169155e-06,2.0
124721.0,124721.0,0,1.0,11,Large Office,Office,107594.0,7,LAKE UNION,47.63,-122.3396,1971,13898181.0,0,45,0.0,11338.272727272728,8.017895943746442e-06,0.0
94002.0,94002.0,0,1.0,7,Small- and Mid-Sized Office,Office,93905.0,7,LAKE UNION,47.63376,-122.33968,1970,5662234.0,0,46,0.0,13428.857142857143,1.063807153039297e-05,0.0
93020.0,93020.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,93020.0,2,GREATER DUWAMISH,47.55515,-122.3275,1974,1252323.875,0,42,0.0,93020.0,1.075037626316921e-05,1.0
23000.0,23000.0,0,1.0,1,Other,Other,20310.0,7,DOWNTOWN,47.6153,-122.35014,1946,711118.375,0,70,0.0,23000.0,4.347826086956522e-05,0.0
61053.0,61053.0,0,1.0,1,Supermarket / Grocery Store,Supermarket/Grocery Store,54434.0,2,SOUTHEAST,47.52095,-122.26825,2002,13133225.0,0,14,0.0,61053.0,1.6379211504758162e-05,7.0
78920.0,78920.0,0,1.0,5,Small- and Mid-Sized Office,Office,78564.0,2,DOWNTOWN,47.59895,-122.33379,1904,2830674.75,0,112,0.0,15784.0,1.2671059300557526e-05,2.0
99440.0,99440.0,0,1.0,7,Small- and Mid-Sized Office,Office,65088.0,2,DOWNTOWN,47.59855,-122.33327,1906,6606832.5,0,110,0.0,14205.714285714286,1.0056315366049879e-05,2.0
73260.0,73260.0,0,1.0,6,Small- and Mid-Sized Office,Office,63871.0,2,DOWNTOWN,47.59856,-122.33379,1907,2853189.5,0,109,0.0,12210.0,1.365001365001365e-05,2.0
69817.0,69817.0,0,1.0,4,Small- and Mid-Sized Office,Office,34647.0,7,DOWNTOWN,47.59979,-122.3338,1900,2178074.5,0,116,0.0,17454.25,1.432315911597462e-05,2.0
84750.0,84750.0,0,1.0,4,Small- and Mid-Sized Office,Office,41609.0,7,DOWNTOWN,47.60035,-122.33379,1900,2094724.625,0,116,0.0,21187.5,1.1799410029498525e-05,2.0
75496.0,62176.0,13320,1.0,6,Small- and Mid-Sized Office,Office,45799.0,7,DOWNTOWN,47.60146,-122.33248,1900,3570161.75,1,116,0.17643318851329873,10362.666666666666,1.3245734873370775e-05,2.0
164380.0,164380.0,0,1.0,4,Large Office,Office,123607.0,7,DOWNTOWN,47.59962,-122.33247,1900,7655751.0,0,116,0.0,41095.0,6.0834651417447376e-06,2.0
160580.0,160580.0,0,1.0,7,Large Office,Office,160580.0,2,DOWNTOWN,47.59858,-122.33198,1907,4336187.5,0,109,0.0,22940.0,6.227425582264292e-06,2.0
73470.0,73470.0,0,1.0,6,Small- and Mid-Sized Office,Office,47145.0,7,DOWNTOWN,47.60159,-122.32915,1909,3212269.0,0,107,0.0,12245.0,1.3610997686130393e-05,2.0
67755.0,67755.0,0,1.0,3,Other,Other,33647.0,2,DOWNTOWN,47.59871,-122.3299,1906,1904480.0,0,110,0.0,22585.0,1.4759058372075862e-05,2.0
56700.0,56700.0,0,1.0,3,Mixed Use Property,Office,26250.0,2,GREATER DUWAMISH,47.59334,-122.32905,1910,2371575.0,0,106,0.0,18900.0,1.763668430335097e-05,8.0
82852.0,82852.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,58472.0,2,GREATER DUWAMISH,47.59366,-122.32666,1922,2153603.5,0,94,0.0,82852.0,1.2069714671945156e-05,8.0
76442.0,76442.0,0,1.0,2,Other,Other,50500.0,2,GREATER DUWAMISH,47.57941,-122.33131,1953,3978277.0,0,63,0.0,38221.0,1.308181366264619e-05,8.0
92792.0,92792.0,0,1.0,2,Distribution Center,Distribution Center,85343.0,2,GREATER DUWAMISH,47.57658,-122.33054,1962,3155496.0,0,54,0.0,46396.0,1.0776791102681266e-05,8.0
125519.0,125519.0,0,2.0,2,Other,Manufacturing/Industrial Plant,142901.0,2,GREATER DUWAMISH,47.58444,-122.33282,1941,2244317.0,0,75,0.0,62759.5,1.593384268517117e-05,8.0
129000.0,103200.0,25800,1.0,4,Large Office,Office,104869.0,2,GREATER DUWAMISH,47.58361,-122.33369,1900,4374646.0,1,116,0.2,25800.0,7.751937984496124e-06,8.0
78814.0,78814.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,78814.0,2,GREATER DUWAMISH,47.58781,-122.33264,1954,861972.875,0,62,0.0,78814.0,1.2688101098789555e-05,8.0
58970.0,58970.0,0,1.0,4,Small- and Mid-Sized Office,Office,39870.0,2,GREATER DUWAMISH,47.59486,-122.33368,1904,1776411.75,0,112,0.0,14742.5,1.6957775139901644e-05,8.0
75600.0,64800.0,10800,1.0,6,Distribution Center,Distribution Center,51040.0,2,GREATER DUWAMISH,47.59403,-122.33367,1910,2688675.75,1,106,0.14285714285714285,10800.0,1.3227513227513228e-05,8.0
56270.0,56270.0,0,1.0,4,Distribution Center,Distribution Center,39884.0,2,GREATER DUWAMISH,47.59363,-122.33371,1907,1056782.125,0,109,0.0,14067.5,1.777145903678692e-05,8.0
66842.0,66842.0,0,1.0,4,Small- and Mid-Sized Office,Office,43122.0,2,DOWNTOWN,47.59701,-122.33378,1904,5608600.5,0,112,0.0,16710.5,1.4960653481344066e-05,8.0
75288.0,64488.0,10800,1.0,6,Small- and Mid-Sized Office,Office,65508.0,2,DOWNTOWN,47.59639,-122.33368,1909,2891605.0,1,107,0.14344915524386356,10748.0,1.3282329189246626e-05,8.0
184322.0,184322.0,0,1.0,7,Large Office,Office,183916.0,2,DOWNTOWN,47.59806,-122.33475,1904,9722890.0,0,112,0.0,26331.714285714286,5.425288354076019e-06,2.0
224864.625,196071.25,0,1.0,7,Large Office,Office,192159.375,2,DOWNTOWN,47.59767,-122.33467,2009,16336999.203125,0,7,0.0,28010.178571428572,4.447120128388358e-06,2.0
64512.0,64512.0,0,1.0,2,Small- and Mid-Sized Office,Office,63000.0,2,GREATER DUWAMISH,47.59202,-122.33486,1914,5968153.5,0,102,0.0,32256.0,1.5500992063492063e-05,8.0
224864.625,174226.0,111774,1.0,6,Mixed Use Property,Parking,111774.0,2,GREATER DUWAMISH,47.58924,-122.33566,2009,16336999.203125,1,7,0.49707240523048035,29037.666666666668,4.447120128388358e-06,8.0
144050.0,144050.0,0,1.0,7,Warehouse,Non-Refrigerated Warehouse,144050.0,2,GREATER DUWAMISH,47.58365,-122.33467,1926,3929371.0,0,90,0.0,20578.571428571428,6.942034015966678e-06,8.0
60592.0,60592.0,0,1.0,3,Small- and Mid-Sized Office,Office,60384.0,2,GREATER DUWAMISH,47.58252,-122.33465,1930,5049446.5,0,86,0.0,20197.333333333332,1.6503828888302086e-05,8.0
224864.625,196071.25,0,0.0,6,Large Office,Office,192159.375,2,GREATER DUWAMISH,47.58181,-122.33534,1912,16336999.203125,0,104,0.0,32678.541666666668,0.0,8.0
107930.0,107930.0,0,1.0,1,Retail Store,Retail Store,107704.0,2,GREATER DUWAMISH,47.57842,-122.33558,1993,7221482.5,0,23,0.0,107930.0,9.265264523302141e-06,8.0
99084.0,99084.0,0,1.0,1,Warehouse,Non-Refrigerated Warehouse,99084.0,2,GREATER DUWAMISH,47.57096,-122.3355,1926,1618110.375,0,90,0.0,99084.0,1.0092446812805297e-05,8.0
72719.0,72719.0,0,1.0,1,Distribution Center,Distribution Center,72719.0,1,Delridge,47.56676,-122.35247,1953,2581741.75,0,63,0.0,72719.0,1.3751564240432349e-05,5.0
76624.0,76624.0,0,0.0,4,Small- and Mid-Sized Office,Office,76624.0,3,EAST,47.59534849,-122.327269,1930,2773647.5,0,86,0.0,19156.0,0.0,8.0
91706.0,55123.0,36583,1.0,6,Small- and Mid-Sized Office,Office,53281.0,4,NORTHEAST,47.66158,-122.31625,2001,8570571.0,1,15,0.39891610145464856,9187.166666666666,1.0904411925064882e-05,9.0
129093.0,89191.0,39902,1.0,5,Medical Office,Medical Office,89131.0,7,LAKE UNION,47.62395,-122.33392,2008,16336999.203125,1,8,0.3090949935317949,17838.2,7.746353404135004e-06,2.0
138106.0,121885.0,16221,1.0,5,Large Office,Office,119083.0,1,DELRIDGE,47.56787,-122.36419,1991,8381834.5,1,25,0.11745326053900627,24377.0,7.240815026139342e-06,5.0
56572.0,56572.0,0,1.0,1,Retail Store,Retail Store,56576.0,2,GREATER DUWAMISH,47.56664,-122.32346,1973,2409429.0,0,43,0.0,56572.0,1.767658912536237e-05,1.0
224864.625,196071.25,0,1.0,0,Medical Office,Medical Office,192159.375,3,EAST,47.60979,-122.32298,2004,16336999.203125,0,12,0.0,,4.447120128388358e-06,2.0
224864.625,196071.25,0,0.0,0,Mixed Use Property,Parking,192159.375,7,DOWNTOWN,47.61783,-122.33729,2006,16336999.203125,0,10,0.0,,0.0,2.0
224864.625,196071.25,0,1.0,11,Large Office,Office,192159.375,2,DOWNTOWN,47.59794,-122.32767,2000,16336999.203125,0,16,0.0,17824.659090909092,4.447120128388358e-06,8.0
224864.625,196071.25,0,1.0,42,Large Office,Office,192159.375,7,DOWNTOWN,47.6074,-122.33777,2005,16336999.203125,0,11,0.0,4668.363095238095,4.447120128388358e-06,2.0
97720.0,97720.0,0,1.0,6,Small- and Mid-Sized Office,Office,51881.0,7,DOWNTOWN,47.61077,-122.3361,1926,2478025.25,0,90,0.0,16286.666666666666,1.0233319688907081e-05,2.0
224864.625,196071.25,206580,1.0,10,Medical Office,Medical Office,192159.375,3,EAST,47.61002,-122.32222,1985,16336999.203125,1,31,0.918686076122467,19607.125,4.447120128388358e-06,2.0
94500.0,94500.0,0,1.0,7,Medical Office,Medical Office,113739.0,3,CENTRAL,47.60649,-122.31121,1987,5792926.0,0,29,0.0,13500.0,1.0582010582010582e-05,2.0
94713.0,94713.0,0,0.0,1,Retail Store,Retail Store,109758.0,1,DELRIDGE,47.53655,-122.36377,2005,5417598.0,0,11,0.0,94713.0,0.0,5.0
224864.625,196071.25,101342,1.0,9,Medical Office,Medical Office,192159.375,7,EAST,47.60707,-122.3288,2008,14751117.0,1,8,0.450680048051133,21785.694444444445,4.447120128388358e-06,2.0
224864.625,163504.0,156407,1.0,19,Medical Office,Medical Office,170727.0,3,EAST,47.60883,-122.32494,1973,15067340.0,1,43,0.695560717920838,8605.473684210527,4.447120128388358e-06,2.0
205521.0,196071.25,0,1.0,6,Large Office,Office,114919.0,7,DOWNTOWN,47.60353,-122.33558,1900,8138616.5,0,116,0.0,32678.541666666668,4.8656828255993306e-06,2.0
56700.0,56700.0,0,1.0,6,Small- and Mid-Sized Office,Office,46000.0,7,DOWNTOWN,47.60197,-122.33437,1900,3065954.5,0,116,0.0,9450.0,1.763668430335097e-05,2.0
